CUSTOMERID;TENURE;CONTRACT;MONTHLYCHARGES;INTERNETSERVICE;TECHSUPPORT;ONLINESECURITY;ONLINEBACKUP;PAYMENTMETHOD;PAPERLESSBILLING;SENIORCITIZEN;PARTNER;DEPENDENTS;SCORE_RISQUE;SEGMENT_STRATEGIQUE
5799-JRCZO;63;Two year;19,5;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
7328-OWMOM;31;One year;20,1;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
8957-THMOA;50;Two year;20,15;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
5555-RNPGT;10;Month-to-month;24,8;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
4957-TIALW;15;One year;65,6;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
1306-RPWXZ;49;Two year;20,45;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
3130-ICDUP;2;Month-to-month;80,55;Fiber optic;No;Yes;No;Credit card (automatic);No;0;No;Yes;6;Surveillance Relationnelle
5639-NTUPK;13;Month-to-month;52,1;DSL;No;Yes;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
8414-OOEEL;66;Two year;79,5;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
9929-PLVPA;4;Month-to-month;20,4;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
2790-XUYMV;71;One year;85,45;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
0784-ZQJZX;72;Two year;19,9;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
5849-ASHZJ;27;One year;20,05;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
4830-FAXFM;19;Month-to-month;24,1;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
5199-FPUSP;33;One year;34,05;DSL;Yes;Yes;No;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
9931-DCEZH;28;One year;54,4;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
5056-FIMPT;43;One year;106;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
2739-CCZMB;5;Month-to-month;20,35;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
6693-DJWTY;35;One year;55,6;DSL;No;Yes;Yes;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
6319-QSUSR;11;Month-to-month;19,7;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
7973-DZRKH;66;Two year;90,95;Fiber optic;Yes;Yes;No;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
9362-MWODR;40;Month-to-month;64,1;DSL;Yes;Yes;No;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
5808-TOTXO;3;One year;20,55;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
9974-JFBHQ;64;Month-to-month;99,15;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;No;Yes;5;Surveillance Relationnelle
4632-XJMEX;53;One year;62,85;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
8652-YHIYU;16;One year;79,5;Fiber optic;Yes;No;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
8606-OEGQZ;18;Two year;25,3;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
2074-GUHPQ;17;Month-to-month;92,7;Fiber optic;Yes;No;Yes;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
4018-KJYUY;22;Month-to-month;20,15;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
1791-PQHBB;2;Month-to-month;61,2;DSL;No;Yes;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
0463-TXOAK;52;Two year;25,6;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
0961-ZWLVI;49;One year;109,2;Fiber optic;No;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
3255-GRXMG;18;Month-to-month;45,65;DSL;No;No;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
8050-WYBND;22;One year;49,45;DSL;No;No;No;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
2821-WARNZ;49;One year;19,45;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
9695-IDRZR;34;Two year;116,15;Fiber optic;Yes;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
3021-VLNRJ;50;One year;70,8;DSL;Yes;Yes;No;Credit card (automatic);Yes;0;No;Yes;3;Surveillance Relationnelle
5115-GZDEL;72;Two year;67,2;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
6507-DTJZV;13;Month-to-month;66,4;DSL;No;No;No;Credit card (automatic);No;0;No;Yes;6;Surveillance Relationnelle
5338-YHWYT;37;Two year;61,45;DSL;Yes;Yes;Yes;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
6283-GITPX;71;Two year;76,9;DSL;Yes;Yes;Yes;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
9495-REDIY;25;One year;40,65;DSL;No;Yes;No;Credit card (automatic);Yes;0;No;Yes;5;Surveillance Relationnelle
5627-TVBPP;35;One year;20,1;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
2481-SBOYW;61;Two year;25;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
6586-PSJOX;15;One year;55,2;DSL;Yes;No;No;Credit card (automatic);No;0;No;Yes;4;Surveillance Relationnelle
3898-BSJYF;10;One year;73,55;DSL;Yes;Yes;No;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
3978-YNKDD;19;Two year;20,85;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;2;Surveillance Relationnelle
9503-XJUME;52;One year;19,65;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
2595-KIWPV;27;Two year;19,7;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;1;Surveillance Relationnelle
0357-NVCRI;25;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
9013-AQORL;48;Month-to-month;45,55;DSL;No;No;Yes;Credit card (automatic);No;0;No;Yes;4;Surveillance Relationnelle
5716-LIBJC;13;One year;104,15;Fiber optic;No;No;Yes;Credit card (automatic);Yes;0;No;Yes;6;Surveillance Relationnelle
1042-HFUCW;25;One year;54,75;DSL;Yes;No;Yes;Credit card (automatic);Yes;0;No;Yes;4;Surveillance Relationnelle
6447-GORXK;31;Month-to-month;25;DSL;No;No;No;Credit card (automatic);No;0;No;Yes;5;Surveillance Relationnelle
0547-HURJB;12;Month-to-month;21,05;No;No internet service;No internet service;No internet service;Credit card (automatic);No;0;No;Yes;3;Surveillance Relationnelle
9717-IOAAF;27;Two year;25,85;No;No internet service;No internet service;No internet service;Credit card (automatic);Yes;0;No;Yes;2;Surveillance Relationnelle
9174-IHETN;50;Two year;70,35;Fiber optic;No;No;No;Credit card (automatic);No;0;No;Yes;5;Surveillance Relationnelle
6217-KDYWC;57;Two year;19,6;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
2240-HSJQD;38;Month-to-month;81,85;Fiber optic;No;No;Yes;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
5433-KYGHE;14;Month-to-month;86;Fiber optic;Yes;Yes;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
2252-NKNSI;52;Two year;85,15;DSL;Yes;Yes;Yes;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
0323-XWWTN;3;Two year;26,4;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;3;Surveillance Relationnelle
1641-BYBTK;6;Month-to-month;20,2;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
0895-UADGO;8;Two year;44,55;DSL;Yes;Yes;No;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
8267-KFGYD;1;Month-to-month;21,05;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
6922-NCEDI;56;One year;21,2;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
4826-DXMUP;35;One year;72,1;DSL;Yes;No;No;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
3308-MHOOC;1;Month-to-month;19,2;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
0603-OLQDC;12;Month-to-month;69,85;DSL;No;Yes;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
8626-XHBIE;56;Two year;24,8;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
5868-YTYKS;1;Month-to-month;20,25;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
4256-ZWTZI;5;Month-to-month;51;DSL;Yes;No;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
2853-CWQFQ;1;Month-to-month;59,55;DSL;Yes;No;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
9842-EFSYY;4;Month-to-month;57,2;DSL;No;Yes;Yes;Mailed check;Yes;0;No;Yes;5;Surveillance Relationnelle
7608-RGIRO;62;Two year;24,4;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
5519-TEEUH;33;One year;20,15;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
2495-TTHBQ;4;One year;20,4;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;3;Surveillance Relationnelle
1121-QSIVB;44;One year;77,55;DSL;No;No;Yes;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
4316-XCSLJ;17;Month-to-month;50,3;DSL;No;Yes;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
0305-SQECB;11;One year;36,05;DSL;Yes;Yes;No;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
4430-YHXGG;4;Month-to-month;25,45;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
5893-KCLGT;72;Two year;19,75;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;2;Surveillance Relationnelle
0076-LVEPS;29;Month-to-month;45;DSL;Yes;Yes;Yes;Mailed check;Yes;0;No;Yes;3;Surveillance Relationnelle
3920-HIHMQ;26;Month-to-month;49,5;DSL;No;No;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
1724-IQWNM;1;Month-to-month;19,3;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
3407-QGWLG;3;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
5448-VWNAM;19;Month-to-month;75,9;DSL;Yes;Yes;Yes;Mailed check;Yes;0;No;Yes;4;Surveillance Relationnelle
4310-KEDTB;26;Month-to-month;29,8;DSL;No;No;No;Mailed check;Yes;0;No;Yes;6;Surveillance Relationnelle
3645-DEYGF;1;Month-to-month;20,75;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
7157-SMCFK;61;Two year;19,75;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
9294-TDIPC;5;Month-to-month;20,2;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
6122-EFVKN;24;Two year;35,75;DSL;Yes;Yes;No;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
4719-UMSIY;6;Month-to-month;19,65;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
8896-RAZCR;44;Two year;19,9;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
2804-ETQDK;66;Two year;20,55;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
2080-SRCDE;1;Month-to-month;25,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
5160-UXJED;17;One year;44,6;DSL;No;No;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
7764-BDPEE;3;Month-to-month;20,85;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
9046-JBFWA;27;Month-to-month;19,15;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
3115-CZMZD;0;Two year;20,25;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
4694-PHWFW;8;Month-to-month;19,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
3156-QLHBO;2;Month-to-month;19,25;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
4291-HPAXL;1;Month-to-month;19,85;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
7521-YXVZY;3;Month-to-month;19,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
7560-QRBXH;48;One year;19,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
2812-SFXMJ;1;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
5312-TSZVC;15;One year;19,65;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
4422-QVIJA;35;Month-to-month;50,15;DSL;No;No;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
3190-FZATL;14;Month-to-month;19,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
2538-OIMXF;1;Month-to-month;24,7;DSL;No;No;No;Mailed check;No;0;No;Yes;6;Surveillance Relationnelle
3486-KHMLI;21;Month-to-month;24,7;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
4223-BKEOR;21;One year;64,85;DSL;No;Yes;No;Mailed check;No;0;No;Yes;4;Surveillance Relationnelle
1345-GKDZZ;6;Month-to-month;19,55;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
4335-UPJSI;24;Two year;19,75;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
7321-KKSDU;32;Two year;20,5;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
7641-TQFHN;39;Two year;100,55;Fiber optic;Yes;No;No;Mailed check;No;0;No;Yes;4;Surveillance Relationnelle
6061-GWWAV;41;One year;70,2;DSL;No;Yes;Yes;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
9537-VHDTA;1;Month-to-month;51,2;DSL;No;Yes;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
8963-JLGJT;3;Month-to-month;55,9;DSL;No;Yes;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
5156-UMKOW;3;Month-to-month;29,65;DSL;No;No;Yes;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
7623-HKYRK;6;Month-to-month;19,7;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
9392-XBGTD;27;Two year;20,6;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
6584-VQMYT;27;One year;56,2;DSL;No;Yes;Yes;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
1015-JPFYW;7;One year;19,45;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
3717-FDJFU;5;Two year;20,45;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
2606-PKWJB;40;One year;40,25;DSL;Yes;Yes;Yes;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
8735-NBLWT;9;Month-to-month;20,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
2410-CIYFZ;2;Month-to-month;20,4;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
4962-CHQPW;29;One year;19,85;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
8219-VYBVI;39;Two year;25;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
4203-QGNZA;28;Month-to-month;20,25;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
9365-CSLBQ;71;Two year;24,35;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
9483-GCPWE;9;One year;20,1;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
5701-SVCWR;1;Month-to-month;24;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
1729-VLAZJ;10;One year;40,25;DSL;Yes;Yes;Yes;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
4495-LHSSK;18;Month-to-month;57,65;DSL;No;Yes;No;Mailed check;No;0;No;Yes;4;Surveillance Relationnelle
3470-BTGQO;21;Month-to-month;45,65;DSL;No;No;No;Mailed check;No;0;No;Yes;6;Surveillance Relationnelle
6917-IAYHD;1;Month-to-month;33,6;DSL;Yes;No;Yes;Mailed check;No;0;No;Yes;4;Surveillance Relationnelle
4291-YZODP;7;One year;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
1850-AKQEP;8;Month-to-month;20,35;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
5372-FBKBN;21;Month-to-month;20,75;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
1453-RZFON;1;Month-to-month;49,9;DSL;No;Yes;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
6723-CEGQI;65;Two year;45,25;DSL;Yes;No;Yes;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
8082-GHXOP;13;Month-to-month;44;DSL;No;No;No;Mailed check;No;0;No;Yes;6;Surveillance Relationnelle
0909-SDHNU;7;Month-to-month;29,8;DSL;No;Yes;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
7501-VTYLJ;2;Month-to-month;51,55;DSL;No;No;Yes;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
7105-BENQF;15;One year;64,85;DSL;No;Yes;No;Mailed check;No;0;No;Yes;4;Surveillance Relationnelle
0128-MKWSG;26;Month-to-month;45,8;DSL;Yes;Yes;No;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
3507-GASNP;60;Two year;19,95;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
0734-OXWBT;3;Month-to-month;70,7;DSL;Yes;No;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
0997-YTLNY;19;Month-to-month;48,8;DSL;Yes;No;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
1222-LRYKO;6;Month-to-month;26,35;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
9867-XOBQA;21;Two year;53,15;DSL;Yes;Yes;Yes;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
1760-CAZHT;25;Month-to-month;20,8;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
5351-QESIO;1;Month-to-month;24,2;DSL;No;No;No;Mailed check;No;0;No;Yes;6;Surveillance Relationnelle
7164-BPTUT;57;Two year;89,55;DSL;Yes;Yes;Yes;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
2717-HVIZY;8;Month-to-month;20,05;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
7977-HXJKU;21;Two year;19,6;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
0927-CNGRH;1;Month-to-month;19,55;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;3;Surveillance Relationnelle
2335-GSODA;23;Two year;40,1;DSL;Yes;Yes;No;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
0939-EREMR;13;Month-to-month;53,45;DSL;Yes;No;No;Mailed check;No;0;No;Yes;5;Surveillance Relationnelle
1635-HDGFT;19;Two year;20,5;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;2;Surveillance Relationnelle
9801-NOSHQ;23;One year;19,8;No;No internet service;No internet service;No internet service;Mailed check;No;0;No;Yes;1;Surveillance Relationnelle
5313-FPXWG;51;One year;24,6;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;No;3;Surveillance Relationnelle
9531-NSBMR;36;One year;19,25;No;No internet service;No internet service;No internet service;Bank transfer (automatic);Yes;0;No;No;3;Surveillance Relationnelle
1866-NXPSP;36;One year;75,55;DSL;Yes;Yes;Yes;Mailed check;Yes;0;No;No;3;Surveillance Relationnelle
